date,NDVI_anomaly_roll,swe_anomaly_roll,tmin_anomaly_roll,tmax_anomaly_roll,precip_anomaly_roll,pdsi_anomaly_roll,eddi30_anomaly_roll,eddi90_anomaly_roll,eddi180_anomaly_roll,spei30_anomaly_roll,spei90_anomaly_roll,spei180_anomaly_roll,spi30_anomaly_roll,spi90_anomaly_roll,spi180_anomaly_roll,palmerz_anomaly_roll
2000-02-29,0.7793229867806533,0.0231411228426663,3.867887184875024,3.201109918770133,0.589004236471882,0.5654943567470978,0.3261434366611613,0.193830270305404,0.4960764165507554,0.1827961550651449,-0.0494132679618851,-0.4616928693371098,0.8156596566172729,0.3364789601244707,-0.5077238163251923,0.2217692468930305
2000-03-05,0.3602020691073155,-0.4325369210574112,3.352061079659671,3.1722866763770345,0.1439569784767356,0.5557622265813914,0.5668811213249385,0.3022932026102536,0.6134361807967393,-0.0567750529015268,-0.1070010367573345,-0.6574910112050092,0.7022150142474569,0.331706186099415,-0.7660271400312494,0.0989145178660172
2000-03-10,0.2867801255511656,-0.8085171077158957,2.5540977924333874,2.2888626979085287,1.7998716203037173,0.5615443056936148,0.6143225042700646,0.3344194872076646,0.6750857258102888,0.2875219391496167,0.0806657449228475,-0.681122569168032,1.1241960885524058,0.6458490076434735,-0.6906291194912044,0.4214520118163463
2000-03-15,0.0656350228642737,-0.9160948684842845,1.6779338753011304,1.5526409080954244,1.1671116769526275,0.5700484511958385,0.6403795525336464,0.2931920511591801,0.7101700478630761,0.3871275541933258,0.2431529560138643,-0.6940897110047493,1.2195960476585137,0.8363410341836505,-0.6318950085295496,0.5081891322888319
2000-03-20,0.0133929665163222,-0.9520251377060904,1.2529866929642126,1.1895780780330367,1.1081419831556054,0.5810634996409824,0.6319812453851622,0.2736597727310799,0.7588218050806759,0.4677230142630121,0.3517465806901799,-0.7059888806991372,1.2969084051516873,0.9665891393317672,-0.5837145184488018,0.5801595478810145
2000-03-25,-0.0850251899291089,-1.0291008398407526,0.9605165771115814,0.9934597688853746,0.7541420033269252,0.5966724558310373,0.6585770133724569,0.2995221762994897,0.8719132781373212,0.5051690134126476,0.479753545009196,-0.80044551368003,1.3511320234373267,1.1577296960564187,-0.6144801085158116,0.6402330491139738
2000-03-30,-0.1675628024559625,-1.1837449564580838,0.3762732986675383,0.5455106509908434,0.3632298733071422,0.617275981474363,0.5433854996515813,0.2582022183315623,0.9720277565857351,0.6076393477383933,0.5942356579168141,-0.8728225278213821,1.3845675308203431,1.2438882361653256,-0.5993273128379123,0.7040017322298407
2000-04-04,-0.144541726434637,-1.1763007961716907,-0.1885007900317767,-0.1047591801063406,0.3162091490794326,0.6429548086089683,0.3343270742955201,0.1893426796486746,1.0167305488964486,0.7624438067876365,0.7033061836317304,-0.8561599724766393,1.381242079621685,1.330775443902413,-0.4671508677011715,0.7918903763260176
2000-04-09,-0.1941664161061962,-1.0310112385778625,-0.355098266251416,-0.1485565833540872,-0.8480603997240251,0.6537425860109785,0.2156134608353399,0.1766978806859539,1.042087666593149,0.3905382169757824,0.6024324176957381,-0.8911635665798399,0.7376292219101391,1.1505485143788516,-0.4606498433885349,0.4132124454608711
2000-04-14,-0.1639181186711916,-0.9249269985331368,-0.1707741401305539,0.1381866559788451,-0.8992993517249204,0.6513646323076512,0.1647563403357621,0.2239649323094262,1.0745153685240696,0.1049757357800005,0.4265311390271026,-0.930874864191234,0.2381473403104611,0.9181277704976962,-0.4607779788633054,0.0907568995929432
2000-04-19,-0.4484402866839606,-0.6658841678625526,-0.3534227505230869,-0.0071251789208328,1.2086742805110688,0.650400917189494,0.09750571960177,0.2487232922397367,1.069629477812608,0.1506013326999294,0.5197818939847182,-0.7649015157984647,0.2356988434189024,0.9874856129863376,-0.1933225056617362,0.1618513284987779
2000-04-24,-0.515679781625293,-0.4547965882364119,-0.2447773729035885,0.0259528674844418,1.770203370677063,0.6547976563743042,0.0721143453594318,0.2613983277950813,1.048288767339571,0.2521504923913168,0.6611779927556638,-0.5471744588430237,0.3342528045279137,1.1389113117582914,0.1136286553737275,0.3309182416324453
2000-04-29,-0.6175187292591197,-0.2597102005180864,-0.2890568160662244,0.0984972157695177,2.3492724810499634,0.6702841271384434,0.0784021048905107,0.3264477375136164,0.9733858227645144,0.465771891249469,0.7872832672486576,-0.2497302686501583,0.6315827576446436,1.3131435634658322,0.4843434468404243,0.6491434467867482
2000-05-04,-0.7309864550574761,-0.0732920237889174,0.0709773432700592,0.6013157464613398,2.24566727184041,0.695421482391638,0.1953571985629012,0.4298044094261271,0.9082771807208516,0.6675296164843528,0.901937914700475,0.0062498721928364,0.9760750110413962,1.5039412359323507,0.816082574769418,0.9377356612216776
2000-05-09,-0.6612186192664897,0.0789534401090922,0.3106488492695574,0.8280754322481622,2.6398851593206456,0.739237248625355,0.2611093811146809,0.4750627242907715,0.8344138424632204,1.0638633967786528,1.0759955163309372,0.2796906714710327,1.6031571720491573,1.723511046294327,1.1337727791366057,1.4627429778648755
2000-05-14,-0.4963048635867179,0.2072598485702998,0.1794290818009254,0.4936479639836729,2.930998736029106,0.804741551619181,0.2062803215255546,0.5063606042664643,0.7183115921604838,1.4889905845391629,1.2825080073062751,0.5764854717582478,2.248712268123175,1.9873114405954624,1.46957840359781,2.068824667089582
2000-05-19,0.1046672217220794,0.153747792830846,0.2483203885027235,0.6346326445339502,0.8607188977016628,0.8646546513874879,0.2062128832244061,0.5383577256378353,0.598385673042946,1.3770949231454246,1.2116032711411342,0.6752171516121207,2.1204942157639577,1.9393201700544,1.5194224187879093,1.949681626174021
2000-05-24,0.4070428248816525,0.1395849801562726,0.4164898981866537,0.6324788854150186,-0.2518856628687004,0.9091845210676508,0.2741565997310464,0.5562190267829574,0.5125527135264892,1.1095553942700414,1.0726714912178303,0.6765078718271172,1.7889153190298983,1.7881950602546044,1.457777030787313,1.5902693061949127
2000-05-29,0.4581333712646971,0.1234188514520022,0.4424434918863644,0.6798536501300552,-0.8142295946336927,0.933507291459518,0.3463303767007449,0.5449793796737493,0.4530313997295421,0.7856672164907568,0.9302216231978484,0.6214224975379065,1.3397211055290956,1.6109512136527029,1.3398156137996078,1.1106162779032644
